Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$),eCPM médio total (R$),Porcentagem do total de impressões visíveis do Active View
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766),6/3/2024,300 x 250,5614261589,",10869286,11238766,",44,1,"R$0,41 ","R$9,40 ","54,55%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766),6/3/2024,320 x 50,5614261589,",10869286,11238766,",35,1,"R$0,33 ","R$9,40 ","42,86%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766),6/3/2024,728 x 90,5614261589,",10869286,11238766,",1,0,"R$0,01 ","R$9,40 ","0,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),6/3/2024,320 x 50,5614261589,",10869286,11238766,22834406532,",12,0,"R$0,11 ","R$9,40 ","100,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » anchor (22834406532),6/3/2024,728 x 90,5614261589,",10869286,11238766,22834406532,",2,1,"R$0,02 ","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » home (21723566961),6/3/2024,300 x 250,5614261589,",10869286,11238766,21723566961,",29,0,"R$0,27 ","R$9,40 ","79,31%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » home (21723566961),6/3/2024,320 x 50,5614261589,",10869286,11238766,21723566961,",2,0,"R$0,02 ","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » home (21723566961),6/3/2024,728 x 90,5614261589,",10869286,11238766,21723566961,",12,0,"R$0,11 ","R$9,40 ","66,67%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » home (21723566961),6/3/2024,970 x 250,5614261589,",10869286,11238766,21723566961,",12,0,"R$0,11 ","R$9,40 ","50,00%"
( Projeto SJCC ) - (Marketing Interior Copa do Nordeste),parceiros (10869286) » ne_10 (11238766) » home (21723566961) » anchor (22835570053),6/3/2024,320 x 50,5614261589,",10869286,11238766,21723566961,22835570053,",2,0,"R$0,02 ","R$9,40 ","100,00%"
